discipline,disciplineLabel,disciplineDescription
http://www.wikidata.org/entity/Q7884093,family and consumer science,field of study that deals with the economics and management of the home and community
http://www.wikidata.org/entity/Q870449,family therapy,type of psychotherapy
http://www.wikidata.org/entity/Q28793139,fan studies,"the study of fandom, fan works and their related communities"
http://www.wikidata.org/entity/Q28401159,fashion merchandising,art genre
http://www.wikidata.org/entity/Q73927923,fecal anthropology,
http://www.wikidata.org/entity/Q105160122,federated SPARQL query,query that is distributed over different SPARQL endpoints combining them to produce a result
http://www.wikidata.org/entity/Q113161523,field robotics,field of research dealing with robotics in unstructured and dynamic environments
http://www.wikidata.org/entity/Q116845672,film composition,subdiscipline of music composition
http://www.wikidata.org/entity/Q237893,film editing,creative and technical post-production processing of film
http://www.wikidata.org/entity/Q1660187,film studies,"academic discipline that deals with various theoretical, historical, and critical approaches to films"
http://www.wikidata.org/entity/Q28793,film theory,"academic discipline studying film's relationship to reality, the arts, viewers & society"
http://www.wikidata.org/entity/Q43015,finance,"academic discipline studying businesses, financing, investments and protection of economic value"
http://www.wikidata.org/entity/Q2294553,financial economics,branch of economics concerned with financial or monetary transactions
http://www.wikidata.org/entity/Q4738155,financial management,management of money in such a manner as to accomplish the objectives of organization
http://www.wikidata.org/entity/Q484181,fiqh,"a process by means of which jurists derive sets of guidelines, rules and regulations from the rulings laid down in the Qur'an"
http://www.wikidata.org/entity/Q1409472,fire ecology,scientific discipline concerned with natural processes involving fire in an ecosystem and the ecological effects
http://www.wikidata.org/entity/Q122935277,fish pathology,study of diseases affecting fishes
http://www.wikidata.org/entity/Q5454893,fisheries management,regulation of fishing
http://www.wikidata.org/entity/Q1420050,fisheries science,science of managing and understanding fisheries
http://www.wikidata.org/entity/Q2518760,flamencology,academic discipline; the study of flamenco
http://www.wikidata.org/entity/Q172145,fluid mechanics,"branch of physics concerned with the mechanics of fluids (liquids, gases, and plasmas) and the forces on them; branch of continuum mechanics"
http://www.wikidata.org/entity/Q65235465,fluvial geomorphology,
http://www.wikidata.org/entity/Q132116,folkloristics,branch of anthropology devoted to the study of folklore
http://www.wikidata.org/entity/Q115158945,folktale study,
http://www.wikidata.org/entity/Q627371,food processing,"transformation of raw ingredients into food, or of food into other forms"
http://www.wikidata.org/entity/Q909821,food safety,"scientific discipline describing handling, preparation, and storage of food in ways that prevent foodborne illness"
http://www.wikidata.org/entity/Q1637030,food science,applied science devoted to the study of food
http://www.wikidata.org/entity/Q1039642,food technology,academic discipline regarding the healthy preparation of foods
http://www.wikidata.org/entity/Q5468430,foreign policy analysis,branch of political science
http://www.wikidata.org/entity/Q610018,foreign relations,politics at the intergovernmental level
http://www.wikidata.org/entity/Q2696615,foreign-language pedagogy,field of research
http://www.wikidata.org/entity/Q495304,forensic science,application of science to criminal and civil laws
http://www.wikidata.org/entity/Q2249329,forest ecology,scientific study and subfield of ecology
http://www.wikidata.org/entity/Q372561,forest management,branch of forestry
http://www.wikidata.org/entity/Q38112,forestry,"science and craft of creating, managing, using, conserving and repairing forests, woodlands, and associated resources for human and environmental benefits"
http://www.wikidata.org/entity/Q19924411,forestry science,academic discipline
http://www.wikidata.org/entity/Q3984091,formal language theory,"field of mathematical logic, theoretical linguistics, and theoretical computer science"
http://www.wikidata.org/entity/Q1003009,formal logic,"study of propositions, statements, and deductive arguments; practice of deriving conclusions from premises"
http://www.wikidata.org/entity/Q324326,fortification,branch of military science
http://www.wikidata.org/entity/Q957852,fracture mechanics,field of mechanics concerned with the study of the propagation of cracks in materials
http://www.wikidata.org/entity/Q30708491,fragmentology,study of manuscript fragments
http://www.wikidata.org/entity/Q3082422,francology,"academic discipline of France or francophone countries, and their history, culture and society"
http://www.wikidata.org/entity/Q3306816,freshwater biology,scientific study of freshwater ecosystems and biology
http://www.wikidata.org/entity/Q5508816,functional ecology,branch of ecology
http://www.wikidata.org/entity/Q3839507,functional programming language,programming language that uses functional programming principles
http://www.wikidata.org/entity/Q104825374,fungal ecology,ecology of fungi
http://www.wikidata.org/entity/Q105590653,gain of function research,field of bio-medical research
http://www.wikidata.org/entity/Q58908,galactic astronomy,study of the Milky Way galaxy and its contents
http://www.wikidata.org/entity/Q1995140,galaxy formation and evolution,area of study in astrophysics
http://www.wikidata.org/entity/Q171141,gastronomy,study and art of food preparation
http://www.wikidata.org/entity/Q11830699,gender psychology,branch of psychology
http://www.wikidata.org/entity/Q1662673,gender studies,interdisciplinary academic field devoted to analysing gender identity and gendered representation
http://www.wikidata.org/entity/Q118152682,gender theory,theory about gender identity and gendered representation
http://www.wikidata.org/entity/Q10660901,general economics,examines correlations in the production and distribution of goods and factors of production
http://www.wikidata.org/entity/Q4785363,genetic history of the Middle East,
http://www.wikidata.org/entity/Q1503477,genetically modified crops,"plants used in agriculture, the DNA of which has been modified using genetic engineering techniques"
http://www.wikidata.org/entity/Q7162,genetics,"science of genes, heredity, and variation in living organisms"
http://www.wikidata.org/entity/Q3508604,genology,branch of literary theory that is concerned with the study of artistic genres
http://www.wikidata.org/entity/Q222046,genomics,interdisciplinary field of biology
http://www.wikidata.org/entity/Q1456948,geobotany,science that studies the geographic space's influence on plants
http://www.wikidata.org/entity/Q161764,geochemistry,science that applies chemistry to geological systems
http://www.wikidata.org/entity/Q213891,geochronology,"science of determining the age of rocks, sediments and fossils"
http://www.wikidata.org/entity/Q131089,geodesy,"science of the geometric shape, orientation in space, and gravitational field of Earth"
http://www.wikidata.org/entity/Q13419632,geodetic engineering,subdiscipline of applied geodesy
http://www.wikidata.org/entity/Q1265151,geoecology,academic discipline around the studies of geography and ecology
http://www.wikidata.org/entity/Q3537694,geographic information science,"scientific discipline that studies the techniques to capture, represent, process, and analyze geographic information"
http://www.wikidata.org/entity/Q483130,geographic information system,spatial data information systems
http://www.wikidata.org/entity/Q1071,geography,"science that studies the terrestrial surface, the societies that inhabit it and the territories, landscapes, places or regions that form it when interacting with each other"
http://www.wikidata.org/entity/Q11424632,geography education,teaching methodology and school subject
http://www.wikidata.org/entity/Q115690351,geography of anarchism,
http://www.wikidata.org/entity/Q918779,geoinformatics,"application of information science methods in geography, cartography, and geosciences"
http://www.wikidata.org/entity/Q124468378,geoinformation science,scientific discipline about geoinformation; for GIS Science use Q124624042
http://www.wikidata.org/entity/Q1069,geology,"study of the composition, structure, physical properties, and history of Earth's components, and the processes by which they are shaped"
http://www.wikidata.org/entity/Q2466,geology of Mars,"scientific study of the surface, crust, and interior of the planet Mars"
http://www.wikidata.org/entity/Q1648514,geology of the Moon,structure and composition of the Moon
http://www.wikidata.org/entity/Q619798,geomatics,"academic discipline as a merge from geodesy and geoinformatics. geomatics concerned with the collection, distribution, storage, analysis, processing, presentation of geographic data or geographic information"
http://www.wikidata.org/entity/Q124623997,geomedia technology,subclass of technology in context of geomedia
http://www.wikidata.org/entity/Q3526918,geometric measure theory,"study of geometric properties of sets through measure theory, extending differential geometry to not necessarily smooth sets"
http://www.wikidata.org/entity/Q46255,geophysics,"study of physical processes and phenomena occurring in the Earth and in its vicinity, and of their characteristics"
http://www.wikidata.org/entity/Q159385,geopolitics,study of the effects of human and physical geography on international politics and relations
http://www.wikidata.org/entity/Q121775330,geospatial analysis,type of spatial analysis
http://www.wikidata.org/entity/Q64811452,geospatial science,scientific discipline about geospatial
http://www.wikidata.org/entity/Q10384,geriatrics,specialty that focuses on health care of elderly people
http://www.wikidata.org/entity/Q104180455,global change biology,interface between biological systems and all aspects of environmental change
http://www.wikidata.org/entity/Q2725393,global health,collaborative trans-national research and action for promoting health for all
http://www.wikidata.org/entity/Q5570874,global politics,discipline that studies the political and economic patterns of the world and the field that is being studied
http://www.wikidata.org/entity/Q105809559,glossography,study of glosses
http://www.wikidata.org/entity/Q3109383,glyptology,study of engraved gems
http://www.wikidata.org/entity/Q962213,gnathology,"the study of the masticatory system, including its physiology, functional disturbances, and treatment"
http://www.wikidata.org/entity/Q124422551,gnotobiology,the study of animals in a germ-free environment
http://www.wikidata.org/entity/Q1537205,goniometry,angle measurement
http://www.wikidata.org/entity/Q1553864,governance,"all of the processes of governing, whether undertaken by a government, market or network, whether over a family, tribe, formal or informal organization or territory and whether through the laws, norms, power or language of an organized society"
http://www.wikidata.org/entity/Q8091,grammar,"set of structural rules that governs the composition of clauses, phrases, and words in any given natural language"
http://www.wikidata.org/entity/Q110094650,granular mechanics,field of research
http://www.wikidata.org/entity/Q131476,graph theory,"study of graphs, which are mathematical structures used to model pairwise relations between objects"
http://www.wikidata.org/entity/Q1411056,graphemics,linguistic study of writing systems and their basic components
http://www.wikidata.org/entity/Q185925,graphic design,visual design of content in various media
http://www.wikidata.org/entity/Q5597333,graphonomics,study of handwriting and drawing
http://www.wikidata.org/entity/Q113095615,greenhouse gas inventories and fluxes,field of research
http://www.wikidata.org/entity/Q113114806,groundwater quality processes and contaminated land assessment,field of research
http://www.wikidata.org/entity/Q1221899,gynaecology,science of the treatment of diseases of the female sexual organs and reproductive tract
http://www.wikidata.org/entity/Q131627505,hadeology,branch of astronomy which studies Pluto
http://www.wikidata.org/entity/Q234343,hadith,collections of sayings and teachings of Muhammad (and Ahl al-Bayt for Shia Muslims)
http://www.wikidata.org/entity/Q109715408,hagiographic studies,study of writing of lives and works of saints
http://www.wikidata.org/entity/Q124004604,haptics,
http://www.wikidata.org/entity/Q12147,health,desirable level of functional or metabolic efficiency of a living being
http://www.wikidata.org/entity/Q1137608,health administration,"field relating to leadership, management, and administration of hospitals, hospital networks, health care systems, and public health systems"
http://www.wikidata.org/entity/Q4353774,health communication,study and practice of communicating promotional health information
http://www.wikidata.org/entity/Q31218,health economics,branch of economics
http://www.wikidata.org/entity/Q870895,health informatics,"discipline at the intersection of information science, computer science, and health care"
http://www.wikidata.org/entity/Q5691117,health management system,evolutionary medicine regulative process
http://www.wikidata.org/entity/Q1519812,health policy,"policy area, which deals with the planning, organization, management and financing of the health system"
http://www.wikidata.org/entity/Q843601,health sciences,applied sciences in healthcare
http://www.wikidata.org/entity/Q103884376,hearing science,"interdisciplinary study of the biological, physical, and cognitive processes involved in human hearing and sound perception"
http://www.wikidata.org/entity/Q1976068,helminthology,study of parasitic worms (helminths)
http://www.wikidata.org/entity/Q18336,heraldry,"study, or art of creating, granting, and blazoning arms and ruling on questions of rank or protocol"
http://www.wikidata.org/entity/Q1365310,heresiology,study of heresy
http://www.wikidata.org/entity/Q25101906,heritage studies,academic discipline concerned with cultural heritage
http://www.wikidata.org/entity/Q131627345,hermeology,branch of astronomy which studies Jupiter
http://www.wikidata.org/entity/Q1157006,hippology,study of horses
http://www.wikidata.org/entity/Q1109432,hispanism,the study of the literature and culture of the Spanish-speaking world
http://www.wikidata.org/entity/Q904555,historical Chinese phonology,academic discipline
http://www.wikidata.org/entity/Q124153088,historical biogeography,branch of biogeography and history
http://www.wikidata.org/entity/Q12261349,historical cartography,subdiscipline of cartography
http://www.wikidata.org/entity/Q190375,historical linguistics,study of language change over time
http://www.wikidata.org/entity/Q12075100,historical research,study of the past through available evidence
http://www.wikidata.org/entity/Q50675,historiography,umbrella term referring to a) any body of historical work and b) the study of the methods of historians in developing history
http://www.wikidata.org/entity/Q9293033,historiology,the study or knowledge of history
http://www.wikidata.org/entity/Q7787,history of Europe,"history of Europe, including the continent and nearby islands"
http://www.wikidata.org/entity/Q7778,history of France,aspect of history
http://www.wikidata.org/entity/Q122131,history of Germany,overview of German history
http://www.wikidata.org/entity/Q7791,history of Italy,occurrences and people in Italy throughout history
http://www.wikidata.org/entity/Q8180985,history of architecture,field of history focused on architecture
http://www.wikidata.org/entity/Q50056,history of astronomy,history of one of the natural sciences
http://www.wikidata.org/entity/Q9292847,history of cinema,academic discipline
http://www.wikidata.org/entity/Q27730,history of dance,aspect of history
http://www.wikidata.org/entity/Q861408,history of education,aspect of history
http://www.wikidata.org/entity/Q911070,history of geography,aspect of history
http://www.wikidata.org/entity/Q2699662,history of historiography,historical discipline studying the development of historical writing
http://www.wikidata.org/entity/Q570018,history of ideas,field of research
http://www.wikidata.org/entity/Q6497044,history of literature,historical development of writings
http://www.wikidata.org/entity/Q380274,history of medicine,study of the development of medicine over time
http://www.wikidata.org/entity/Q1920942,history of mentalities,scholarly discipline about an aspect of history
http://www.wikidata.org/entity/Q846742,history of religions,field of history concerned with the development of religion
http://www.wikidata.org/entity/Q201486,history of science,study of the historical development of science and scientific knowledge
http://www.wikidata.org/entity/Q932233,history of sociology,aspect of history
http://www.wikidata.org/entity/Q2564225,history of the Ottoman Empire,aspect of history
http://www.wikidata.org/entity/Q15873402,history of the book,"academic discipline that studies the production, transmission, circulation and dissemination of text from antiquity to the present day"
http://www.wikidata.org/entity/Q1038158,homiletics,application of rhetoric to public preaching
http://www.wikidata.org/entity/Q17232155,horticultural science,academic discipline
http://www.wikidata.org/entity/Q388618,hospital pharmacy,department within a hospital
http://www.wikidata.org/entity/Q1495452,hospitality industry,broad category of fields within the service industry
http://www.wikidata.org/entity/Q15816013,hospitality management studies,study of the hospitality industry.
http://www.wikidata.org/entity/Q64809639,hotel management,academic discipline and professional field
http://www.wikidata.org/entity/Q3999,human anatomy,scientific study of the morphology of the human body
http://www.wikidata.org/entity/Q102123539,human disease ecology,study of ecological principles and concepts to understand and manage infectious diseases in humans
http://www.wikidata.org/entity/Q720858,human ecology,"interdisciplinary and transdisciplinary study of the relationship between humans and their natural, social, and built environments"
http://www.wikidata.org/entity/Q4894037,human embryology,
http://www.wikidata.org/entity/Q83944,human evolution,evolutionary process leading up to the appearance of anatomically modern humans
http://www.wikidata.org/entity/Q2602563,human nutrition,provision of essential nutrients to humans
http://www.wikidata.org/entity/Q16669122,human pathology,study of disease in humans
http://www.wikidata.org/entity/Q1056396,human resource management,field in economy
http://www.wikidata.org/entity/Q19602141,human-centered design,approach to design that considers human needs at every step of development
http://www.wikidata.org/entity/Q80083,humanities,"study of the products of human culture such as art, historical artifacts etc"
http://www.wikidata.org/entity/Q207434,human–computer interaction,academic discipline
http://www.wikidata.org/entity/Q859951,human–robot interaction,interdisciplinary research field studying the interaction between humans and robots
http://www.wikidata.org/entity/Q16247567,humor studies,"field which enters the domains of linguistics, history, and literature."
http://www.wikidata.org/entity/Q4181964,huntsmanship,branch of science
http://www.wikidata.org/entity/Q1130265,hydraulic engineering,"sub-discipline of civil engineering concerned with the flow and conveyance of fluids, principally water and sewage"
http://www.wikidata.org/entity/Q912065,hydrochemistry,branch of chemistry
http://www.wikidata.org/entity/Q1640257,hydrogeography,geographical and hydrological discipline
http://www.wikidata.org/entity/Q179509,hydrogeology,branch of science that studies distribution and movement of groundwater
http://www.wikidata.org/entity/Q182468,hydrography,applied science of measurement and description of bodies of water
http://www.wikidata.org/entity/Q42250,hydrology,"science that deals with the water above, on and below the land surface of the earth"
http://www.wikidata.org/entity/Q1640693,hymnology,"the scholarly study of religious song, or the hymn"
http://www.wikidata.org/entity/Q8609,hypnosis,a state of increased receptivity to suggestion and direction
http://www.wikidata.org/entity/Q131382012,ichneumonology,the study of ichneumon wasps
http://www.wikidata.org/entity/Q16000119,igneous petrology,study of igneous rocks
http://www.wikidata.org/entity/Q12957521,illyrology,the science of ancient Illyrians and Illyrian culture
http://www.wikidata.org/entity/Q101929,immunology,branch of medicine studying the immune system
http://www.wikidata.org/entity/Q1663772,incunabula studies,
http://www.wikidata.org/entity/Q97377644,indigenous linguistics,discipline of linguistics
http://www.wikidata.org/entity/Q108352346,indigenous studies,academic field studying indigenous cultures
http://www.wikidata.org/entity/Q2623652,indonesiology,"study of Indonesia and Indonesian history, culture, etc."
http://www.wikidata.org/entity/Q10535277,inductive logic,field of philosophical logic
http://www.wikidata.org/entity/Q2865882,industrial arts,"academic discipline concerned with the manual, mechanical or industrial production of useful objects"
http://www.wikidata.org/entity/Q6745636,industrial chemistry,branch of applied chemistry
http://www.wikidata.org/entity/Q243606,industrial design,use of art and science to improve the aesthetics and usability of a product
http://www.wikidata.org/entity/Q16937537,informatics engineering,type of engineering
http://www.wikidata.org/entity/Q5268834,information and communications technology,"use of integration of telecommunications and computers to access, store, transmit, and manipulate information"
http://www.wikidata.org/entity/Q1365082,information design,"area of graphic design related to displaying information effectively, rather than just attractively or for artistic expression"
http://www.wikidata.org/entity/Q1394203,information economics,branch of microeconomic theory that studies how information affects economics
http://www.wikidata.org/entity/Q579488,information management,organisational activity concerning information lifecycle
http://www.wikidata.org/entity/Q456632,information privacy,"topic regarding the appropriate collection, use and dissemination of personal data in products and services, as well as their protection and related legal and political issues"
http://www.wikidata.org/entity/Q16387,information science,"field primarily concerned with the analysis, collection, classification, manipulation, storage, retrieval and dissemination of information"
http://www.wikidata.org/entity/Q11492760,information services,"services provided by libraries, information institutions or other organizations for the purpose of conveying information"
http://www.wikidata.org/entity/Q64812807,information systems studies,"academic study of systems with a specific reference to information and the complementary networks of hardware and software that people and organizations use to collect, filter, process, create and also distribute data"
http://www.wikidata.org/entity/Q11661,information technology,"development, management, and use of computer-based information systems"
http://www.wikidata.org/entity/Q131222,information theory,mathematical theory from the field of probability theory and statistics
http://www.wikidata.org/entity/Q174165,innovation,"application of better solutions that meet new requirements, inarticulated needs, or existing market needs"
http://www.wikidata.org/entity/Q11165,inorganic chemistry,study of the synthesis and behavior of inorganic and organometallic compounds
http://www.wikidata.org/entity/Q2684571,insect anatomy,structure and major workings inside the insect bodies
http://www.wikidata.org/entity/Q1269649,insulation technology,academic discipline
http://www.wikidata.org/entity/Q131257,intellectual property,intangible asset consisting of ownership of ideas and processes
http://www.wikidata.org/entity/Q1061656,interaction design,specialization of design focused on the experience users have of a product or service
http://www.wikidata.org/entity/Q97008347,interaction science,scientific discipline
http://www.wikidata.org/entity/Q124377645,interactive cartography,subclass of cartographic science
http://www.wikidata.org/entity/Q1186952,interactive media,"digital media which make use of moving images, animations, videos and audio"
http://www.wikidata.org/entity/Q1205196,intercultural communication,"discipline that studies communication across different cultures and social groups, or how culture affects communication"
http://www.wikidata.org/entity/Q1329946,interior architecture,"design of a building or shelter from inside out, or the design of a new interior for a type of home that can be fixed"
http://www.wikidata.org/entity/Q856574,interlinguistics,subfield of linguistics
http://www.wikidata.org/entity/Q11180,internal medicine,"medical specialty dealing with the prevention, diagnosis, and treatment of diseases of internal organs"
http://www.wikidata.org/entity/Q47417,international economics,academic discipline
http://www.wikidata.org/entity/Q1147615,international human rights law,body of international law designed to promote human rights
http://www.wikidata.org/entity/Q4394526,international law,regulations governing international relations
http://www.wikidata.org/entity/Q1762091,international politics,"study of politics, economics and law on a global level"
http://www.wikidata.org/entity/Q166542,international relations,study of relationships between two or more states
http://www.wikidata.org/entity/Q1785609,international relations theory,study of international relations from a theoretical perspective
http://www.wikidata.org/entity/Q5654877,international studies,academic discipline
http://www.wikidata.org/entity/Q178803,international trade,"exchange of capital, goods, and services across international borders or territories"
http://www.wikidata.org/entity/Q749647,interoperability,ability of systems to work with each other
http://www.wikidata.org/entity/Q6056663,interruption science,interdisciplinary scientific study concerned with how interruptions affect human performance
http://www.wikidata.org/entity/Q1516555,intersectionality,theoretical framework of multidimensional oppression
http://www.wikidata.org/entity/Q667404,intertextuality,shaping of a text's meaning by another text
http://www.wikidata.org/entity/Q42985020,invasion biology,branch of biology that deals with the spread of alien species
http://www.wikidata.org/entity/Q105094378,invasion ecology,branch of ecology
http://www.wikidata.org/entity/Q122934780,invertebrate pathology,"study of diseases affecting invertebrate animals, including etiology, pathogenesis, symptomatology, pathology, histopathology, physiopathology, and epizootiology"
http://www.wikidata.org/entity/Q12744095,invertebrate zoology,"subdiscipline of zoology that consists of the study of invertebrates, animals without a backbone"
http://www.wikidata.org/entity/Q1127717,investigative journalism,form of journalism in which reporters deeply investigate a single topic
http://www.wikidata.org/entity/Q15141361,irenology,multidisciplinary study of peace
http://www.wikidata.org/entity/Q114778863,irrigation engineering,subdiscipline within civil engineering and water resources engineering
http://www.wikidata.org/entity/Q125988923,isopterology,branch of entomology dealing with the Isoptera (termites)
http://www.wikidata.org/entity/Q99691757,jazz studies,academic discipline
http://www.wikidata.org/entity/Q17060300,job safety analysis,construction laborer
http://www.wikidata.org/entity/Q11030,journalism,"investigation and reporting of events, issues and trends to a broad audience"
http://www.wikidata.org/entity/Q65067163,journalology,scholarly study of academic journals
http://www.wikidata.org/entity/Q4932206,jurisprudence,"theoretical study of law, by philosophers and social scientists"
http://www.wikidata.org/entity/Q11545105,kagaku,
http://www.wikidata.org/entity/Q5646725,kangaku,Chinese studies (sinology) in Edo period in early modern Japan (as opposed to kō-kangaku)
http://www.wikidata.org/entity/Q1734506,karstology,study of karst topology
http://www.wikidata.org/entity/Q657632,kinesiology,"study of anatomy, physiology, and mechanics of body movement, especially in humans"
http://www.wikidata.org/entity/Q849798,knot theory,study of mathematical knots
http://www.wikidata.org/entity/Q593744,knowledge base,information repository with multiple applications
http://www.wikidata.org/entity/Q1582085,knowledge extraction,creation of knowledge from structured and unstructured sources
http://www.wikidata.org/entity/Q1929761,knowledge organization,field of study related to Library and Information Science
http://www.wikidata.org/entity/Q855159,kokugaku,Japanese studies in Edo period in early modern Japan; also schools of Japanese philology and philosophy originating at that time
http://www.wikidata.org/entity/Q287983,koniology,the study of atmospheric dust and its effects
http://www.wikidata.org/entity/Q131626666,kronology,branch of astronomy which studies Saturnus
http://www.wikidata.org/entity/Q10359055,labor relationship,legal and sociological relationship between employer and employee
http://www.wikidata.org/entity/Q28161,labour economics,functioning and dynamics of the markets for labour
http://www.wikidata.org/entity/Q113115876,"labour, migration and development",field of research
http://www.wikidata.org/entity/Q6484062,land economy,economics of land use and management
http://www.wikidata.org/entity/Q112914424,land use and environmental planning,academic discipline
http://www.wikidata.org/entity/Q11639732,landscape architectural studies,
http://www.wikidata.org/entity/Q8070591,landscaping,the development and decorative planting of gardens and grounds
http://www.wikidata.org/entity/Q265239,language and gender,sociolinguistics area of study
http://www.wikidata.org/entity/Q1790516,language culture,in Eastern European linguistics: conscious and purposeful use of language in all communicative situations; prescriptive activity and discipline aimed at cultivating the standard language
http://www.wikidata.org/entity/Q2313213,language education,transfer of knowledge about a language
http://www.wikidata.org/entity/Q7748,law,"system of rules and guidelines, generally backed by governmental authority"
http://www.wikidata.org/entity/Q295354,law and economics,application of economic theory to analysis of legal systems
http://www.wikidata.org/entity/Q2697537,leadership studies,academic discipline
http://www.wikidata.org/entity/Q680004,legal history,interdisciplinary science that is both connected to the science of law as well as the science of history
http://www.wikidata.org/entity/Q382995,legal science,academic discipline
http://www.wikidata.org/entity/Q1331392,legal theory,theory about laws
http://www.wikidata.org/entity/Q2442870,lepidopterology,branch of entomology that studies moths and butterflies
http://www.wikidata.org/entity/Q184524,lexicography,study of the sum collection of all words in a language
http://www.wikidata.org/entity/Q178433,lexicology,linguistic discipline studying words
http://www.wikidata.org/entity/Q199655,library science,"application of practices, methods, technologies, tools of management, education, training, perspectives, and related areas, to the organized collection and the systematic classification of information in libraries"
http://www.wikidata.org/entity/Q864928,life sciences,branch of science about life
http://www.wikidata.org/entity/Q165838,limnology,science of inland waters ecosystems
http://www.wikidata.org/entity/Q840436,limnology,"limnology, in particular as it concerns lakes and marshes"
http://www.wikidata.org/entity/Q772835,linguistic anthropology,interdisciplinary study of how language influences social life
http://www.wikidata.org/entity/Q192625,linguistic typology,academic discipline categorizing languages
http://www.wikidata.org/entity/Q8162,linguistics,scientific study of language
http://www.wikidata.org/entity/Q6556376,lipidomics,large scale study of an organism's lipid metabolism using high-end chemical analysis techniques
http://www.wikidata.org/entity/Q8236,literacy,"ability to read for knowledge, write coherently, and think critically about the written word; ability to read, write, and use arithmetic"
http://www.wikidata.org/entity/Q1333743,literary composing,the way a writer assembles words and sentences to create a coherent and meaningful work
http://www.wikidata.org/entity/Q208217,literary studies,scholarly study of literature
http://www.wikidata.org/entity/Q459381,literary theory,systematic study of the nature of literature
http://www.wikidata.org/entity/Q11828784,literary translation,"translation of literary works (novels, short stories, plays, poems, etc.)"
http://www.wikidata.org/entity/Q6538759,lithology,"description of a rock unit's physical characteristics visible at outcrop, in hand or core samples, or with low magnification microscopy"
http://www.wikidata.org/entity/Q107364261,litigation,legal specialty
http://www.wikidata.org/entity/Q110155603,liturgical studies,academic discipline that studies Christian liturgies
http://www.wikidata.org/entity/Q6684817,lottery mathematics,mathematics of lotteries
http://www.wikidata.org/entity/Q126366522,lumbricology,branch of zoology dealing with earthworms
http://www.wikidata.org/entity/Q5976737,lymphology,study of lymphatic system
http://www.wikidata.org/entity/Q2539,machine learning,scientific study of algorithms and statistical models that computer systems use to perform tasks without explicit instructions
http://www.wikidata.org/entity/Q110245428,macromolecular materials research,field of research
http://www.wikidata.org/entity/Q2549249,magnetohydrodynamics,study of the interaction of electrically conducting fluids with magnetic fields
http://www.wikidata.org/entity/Q119103977,make-up arts,"multidisciplinary field, including make-up techniques, hair styling, hair and wig design, mask making, special effects and prosthetic make-up"
http://www.wikidata.org/entity/Q2920921,management,"administration of an organization, including activities to set the strategy of an organization and coordinate employees to accomplish its objectives"
http://www.wikidata.org/entity/Q2990807,management accounting,"field of business administration, part of the internal accounting system of a company"
http://www.wikidata.org/entity/Q899279,management control system,"system which gathers and uses information to evaluate the performance of different organizational resources like human, physical, financial and also the organization as a whole in light of the organizational strategies pursued"
http://www.wikidata.org/entity/Q61905,management information system,information system used for decision-making
http://www.wikidata.org/entity/Q2414942,management science,study of human organizations
http://www.wikidata.org/entity/Q28426188,management studies,academic discipline
http://www.wikidata.org/entity/Q629173,management system,"system of policies, processes and procedures used by an organization to ensure that it can fulfill the tasks required to achieve its objectives"
http://www.wikidata.org/entity/Q104200275,mangrove ecology,ecology of mangroves and mangrove environments
http://www.wikidata.org/entity/Q124617861,map design,aspect of cartography
http://www.wikidata.org/entity/Q2823820,maple sugaring,"Growing maple trees and, by extension, processing its products"
http://www.wikidata.org/entity/Q126364871,marine bacteriology,study of bacteria in marine environments
http://www.wikidata.org/entity/Q104258810,marine benthic ecology,benthic ecology of marine environments
http://www.wikidata.org/entity/Q7173,marine biology,scientific study of organisms in the ocean or other marine or brackish bodies of water
http://www.wikidata.org/entity/Q1916831,marine conservation,protection and preservation of ecosystems in oceans and seas
http://www.wikidata.org/entity/Q4530312,marine ecology,"branch of ecology concerning marine-life habitats, populations, and interactions among organisms and the surrounding environment"
http://www.wikidata.org/entity/Q126366439,marine entomology,the study of marine insects
http://www.wikidata.org/entity/Q107267429,marine mammalogy,study of marine mammals
http://www.wikidata.org/entity/Q126364785,marine virology,the study of marine viruses
http://www.wikidata.org/entity/Q39809,marketing,"study and process of promoting, distributing, and selling products or services to customers"
http://www.wikidata.org/entity/Q104231397,marsh ecology,ecology of marshes
http://www.wikidata.org/entity/Q11033,mass media,media technologies that are intended to reach a large audience by mass communication
http://www.wikidata.org/entity/Q2143054,material culture,physical aspect of culture in the objects and architecture that surround people
http://www.wikidata.org/entity/Q1710723,materials engineering,field of study
http://www.wikidata.org/entity/Q228736,materials science,"research, discovery and design of physical materials (especially solids)"
http://www.wikidata.org/entity/Q7754,mathematical analysis,branch of mathematics
http://www.wikidata.org/entity/Q751611,mathematical biology,"branch of biology which employs theoretical analysis, mathematical models and abstractions of the living organisms"
http://www.wikidata.org/entity/Q747534,mathematical economics,application of mathematical methods to represent theories and analyze problems in economics
http://www.wikidata.org/entity/Q141495,mathematical optimization,study of mathematical algorithms for optimization problems
http://www.wikidata.org/entity/Q745328,mathematical statistics,"branch of statistics, mathematical methods are used here"
http://www.wikidata.org/entity/Q395,mathematics,field of study
http://www.wikidata.org/entity/Q113043835,mathematics and numeracy curriculum and pedagogy,field of research
http://www.wikidata.org/entity/Q104913705,matorral ecology,ecology of matorral
http://www.wikidata.org/entity/Q101333,mechanical engineering,engineering discipline
http://www.wikidata.org/entity/Q96583169,media culture studies,
http://www.wikidata.org/entity/Q50636,media history,study of the mass media and technomedia in their historical development
